label,text,title
depression,"I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?",How do I stop feeling empty?
depression,My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life.,How can I manage my anxiety and depression so I can feel normal again?
depression,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
 I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
 How can I change my feeling of being worthless to everyone?",Can I change my feeling of being worthless to everyone?
depression,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
depression,"I don't know if I have depression, but I have been very sad. There are nights that I don't sleep. I don't eat all day sometimes, I don't have energy to anything anymore.",How can I tell If I have depression?
depression,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
depression,"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder. I read the DSM-IV, taken college psychology, etc. I know it in my heart I have them. Is self-diagnosing okay with the right research?",Is self-diagnosing okay?
depression,I'm very depressed. How do I find someone to talk to?,I'm very depressed?
depression,"I have an alcoholic son who is draining me financially. I want to get him help, but he doesn't want help. It's making me anxious and depressed.",How can I handle my alcoholic son?
depression,"I'm currently up paranoid about, well, everything. I can't get to sleep, and I have a feeling of being watched constantly. I have extreme depression and anxiety. I'd really like to not be this paranoid and go to bed. I've tried night lights, ambiance, and warm baths.",How can I be less paranoid at night?
depression,"I stress over everything. If I don't have enough ""quality time"" with my boyfriend, I start to feel resentment towards him. He has three children, and they are great kids, but I find we don't have much time together. I break down easily and find myself depressed.",Do I have anxiety?
depression,"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?",Why do I feel like I'm nothing more than a wife and mom?
depression,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
anxiety,"I have developed bad social anxiety within the last year, and I just can't stand to be around people. I recently got a new girlfriend, and she is extremely close to her large family and wants me to be around them all of the time. My last visit with them, I was quiet and uncomfortable, and she got mad.",How can I be less anxious around new people?
anxiety,My two adult sons live with me. One has been having panic attacks and hasn't been able to work for over 6 months. He doesn't want to get help. I'm feeling so overwhelmed. What can I do?,I'm feeling overwhelmed
anxiety,"I feel angry, anxious, and depressed. The PTSD I suffer is from a past relationship.",How can I deal with my posttraumatic stress disorder?
anxiety,"When I get frustrated or upset, it becomes extremely difficult to keep my voice down. I also instantly cry and tend to have anxiety attacks. What can I do to try and control it?",Do I have an anger problem?
anxiety,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,  I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.  How can I help myself to change my behavior?",How can I help myself and change my behavior?
anxiety,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
anxiety,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Is it normal to cry during therapy?
anxiety,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Is it normal to go into therapy feeling nervous?
anxiety,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Is it normal to go into therapy feeling nervous?
anxiety,"I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises.","I feel insecure, on edge, and drink too much"
anxiety,"I constantly have this urge to throw away all my stuff. It’s constantly on my mind and makes me feel anxious. I don’t sleep because I’m thinking about something I can get rid of. I don’t know why I do it. I started years ago when I lived with my dad then I stopped when I moved in with my mom. Years later, it has started again.",Why do I throw all my stuff away?
anxiety,"I have developed bad social anxiety within the last year, and I just can't stand to be around people. I recently got a new girlfriend, and she is extremely close to her large family and wants me to be around them all of the time. My last visit with them, I was quiet and uncomfortable, and she got mad.",How can I be less anxious around new people?
anxiety,"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared.
 I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people.  I don't know what's wrong with me and why I feel this way. What should I do?",I feel really uncomfortable around other people
anxiety,My two adult sons live with me. One has been having panic attacks and hasn't been able to work for over 6 months. He doesn't want to get help. I'm feeling so overwhelmed. What can I do?,I'm feeling overwhelmed
anxiety,"I feel angry, anxious, and depressed. The PTSD I suffer is from a past relationship.",How can I deal with my posttraumatic stress disorder?
anxiety,"When I get frustrated or upset, it becomes extremely difficult to keep my voice down. I also instantly cry and tend to have anxiety attacks. What can I do to try and control it?",Do I have an anger problem?
anxiety,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,  I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.  How can I help myself to change my behavior?",How can I help myself and change my behavior?
anxiety,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
anxiety,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Is it normal to cry during therapy?
anxiety,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Is it normal to go into therapy feeling nervous?
anxiety,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
lgbtq,"After I told them, they yelled at me.",What can I do about my family not accepting me as bisexual?
lgbtq,"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing.",How can I be interested in the same sex after nearly 40 years of being straight?
lgbtq,"I'm a girl, and I can't tell whether I'm bisexual or gay. I like girls a little more than boys, but I don't really know.",How do I know what my sexual orientation is?
lgbtq,"After I told them, they yelled at me.",What can I do about my family not accepting me as bisexual?
lgbtq,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?",I want to be a boy but I can't because of my religion
lgbtq,"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing.",How can I be interested in the same sex after nearly 40 years of being straight?
lgbtq,"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out.  How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?",How do I tell a girl that I crossdress?
lgbtq,"I have known I was always different. This year, in December, I found out that I never felt female. I did research and have identified myself as male but don't know how to tell my dad.",How can I tell my dad I'm a female-to-male transgender and I want to start binding?
lgbtq,,Do I have to go to counseling to get hormones to transition from female to male?
lgbtq,"After I told them, they yelled at me.",What can I do about my family not accepting me as bisexual?
lgbtq,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?",I want to be a boy but I can't because of my religion
lgbtq,"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing.",How can I be interested in the same sex after nearly 40 years of being straight?
lgbtq,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?",I want to be a boy but I can't because of my religion
lgbtq,"After I told them, they yelled at me.",What can I do about my family not accepting me as bisexual?
lgbtq,,Do I have to go to counseling to get hormones to transition from female to male?
lgbtq,"I have known I was always different. This year, in December, I found out that I never felt female. I did research and have identified myself as male but don't know how to tell my dad.",How can I tell my dad I'm a female-to-male transgender and I want to start binding?
lgbtq,"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.","I'm soon to be married, and I've been messing around with others"
lgbtq,"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing.",How can I be interested in the same sex after nearly 40 years of being straight?
lgbtq,"I'm a teenage gay girl, and I'm in love with a girl a few years older than me. She loves me too, but we're not physically together at the moment. I've been thinking about being transgender soon too, but my family doesn't accept me, so I honestly don't know what to do about that because I feel like I have to constantly hide the real me. It hurts so much to hide the real me. What can I do?",What can I do when my family doesn't accept my sexuality?
lgbtq,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?",I want to be a boy but I can't because of my religion
anxiety,I know this fear doesn't make sense. How can I overcome it?,I always fear that people are judging me
anxiety,"I recently broke up with my boyfriend After being together for over 4 years. I truly believe I did the right thing, but omehow being single now has made me very needy and unsure of myself.
  I am seeing someone casually and I am losing my mind with anxiety about how he feels about me and this need for validation.
 How can I learn to be content and at peace with myself regardless of my career, relationship status, etc?",How can I learn to be content and at peace?
anxiety,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
 How can I feel more comfortable around other people?",I want to feel more comfortable around people
anxiety,"I'm dealing with imposter syndrome in graduate school. I know that by all accounts I am a phenomenal graduate student, and that I am well-published. I am well liked by students and faculty alike. And yet I cannot shake the feeling that I'm going to be found out as a fraud.  How can I get over this feeling?","How do I get over ""imposter syndrome""?"
anxiety,"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?",I have difficulty with communication
anxiety,"I have a friend who I became quite close to, close enough for us to insult each other lightly for humor. But eventually, that went too far. Recently, I've realized that it is causing me lots of stress and anxiety. I can't get away because I fell in love with them.",I fell in love with someone who bullies me
anxiety,"I don't remember when the voices in my head started, but I remember Hearing them when I was little.  I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?",How can I make the voices stop?
anxiety,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",Overcoming fears
anxiety,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Is it normal to cry during therapy?
anxiety,"I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises.","I feel insecure, on edge, and drink too much"
anxiety,"I often get the feeling that I'm being watched, like video cameras are hidden wherever I am, even at home. I feel like people can see all that I do and are reading my thoughts. Things I read or hear on the radio seem to be about (or meant for) me, and people are talking about me when they whisper.",Why do I always feel like I'm being watched?
anxiety,"I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though he has forgotten about me because he does not talk with me as much and doesn’t keep me up to date on everything that he does throughout the day, which he used to.
I feel lost, sad and unwanted. This is really a tough new challenge. I just want to break up with him, but I love him so much. I don’t know why he is acting this way lately. I believe I have separation anxiety. Is there anything that I can do to help me cope with this while he is out of town?",How do I cope with separation anxiety while boyfriend is out of town?
anxiety,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
anxiety,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Is it normal to cry during therapy?
anxiety,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.",How can I get people to listen?
anxiety,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Is it normal to go into therapy feeling nervous?
anxiety,"I have several issues that I need to work through. However, I am afraid of and do not trust therapists after a horrible experience. I'm dealing with grief and guilt over losing my sons due to drug use. I have a very complicated traumatic relationship issue that is causing me severe anxiety and fear.",How do I open things up with a therapist without fearing judgment and condescension?
anxiety,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
anxiety,I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.  How do I overcome this anxierty and depression?,How do I overcome my anxierty and depression?
anxiety,"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. Am I crazy? I don't think these thoughts are normal.",Thoughts of afterlife causes anxiety
anxiety,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Is it normal to cry during therapy?
anxiety,"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared.
 I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people.  I don't know what's wrong with me and why I feel this way. What should I do?",I feel really uncomfortable around other people
anxiety,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
 How can I feel more comfortable around other people?",I want to feel more comfortable around people
anxiety,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
anxiety,"I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises.","I feel insecure, on edge, and drink too much"
lgbtq,"He wants to wear makeup and heels. He even tucks his penis away to resemble a vagina. He wants me to wear a strap on and have anal sex with him. I have tried this for him, but I don’t like it and have told him so. He keeps making comments about it and says he can't live without it.",Why does my husband like dressing as a female in our bedroom?
lgbtq,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?",I want to be a boy but I can't because of my religion
lgbtq,"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing.",How can I be interested in the same sex after nearly 40 years of being straight?
lgbtq,"After I told them, they yelled at me.",What can I do about my family not accepting me as bisexual?
lgbtq,"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out.  How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?",How do I tell a girl that I crossdress?
lgbtq,"I am a heterosexual male in my late 20s. I find myself wearing pantyhose, heels, skirts and other women's clothing in private. I am torn on how to feel about it. I enjoy it very much. I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young. I have no history of sexual abuse growing up. I am currently single.",I crossdress and I don't know how to feel about it
lgbtq,"I'm a teenage gay girl, and I'm in love with a girl a few years older than me. She loves me too, but we're not physically together at the moment. I've been thinking about being transgender soon too, but my family doesn't accept me, so I honestly don't know what to do about that because I feel like I have to constantly hide the real me. It hurts so much to hide the real me. What can I do?",What can I do when my family doesn't accept my sexuality?
lgbtq,,Is it normal for married men to fantasize about having oral sex with men?
behavioral-change,"I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure. I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own. I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend. Is this normal? Could it develop into a separate personality with time if I continue a mentality that she is her own person?",Is it weird or dangerous to give myself advice through an imaginary friend?
behavioral-change,"I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.",How can I be happier and healthier?
behavioral-change,,What can I do about instant and major mood swings?
lgbtq,"He wants to wear makeup and heels. He even tucks his penis away to resemble a vagina. He wants me to wear a strap on and have anal sex with him. I have tried this for him, but I don’t like it and have told him so. He keeps making comments about it and says he can't live without it.",Why does my husband like dressing as a female in our bedroom?
lgbtq,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?",I want to be a boy but I can't because of my religion
lgbtq,"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing.",How can I be interested in the same sex after nearly 40 years of being straight?
lgbtq,"After I told them, they yelled at me.",What can I do about my family not accepting me as bisexual?
lgbtq,"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out.  How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?",How do I tell a girl that I crossdress?
lgbtq,"I am a heterosexual male in my late 20s. I find myself wearing pantyhose, heels, skirts and other women's clothing in private. I am torn on how to feel about it. I enjoy it very much. I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young. I have no history of sexual abuse growing up. I am currently single.",I crossdress and I don't know how to feel about it
lgbtq,"I'm a teenage gay girl, and I'm in love with a girl a few years older than me. She loves me too, but we're not physically together at the moment. I've been thinking about being transgender soon too, but my family doesn't accept me, so I honestly don't know what to do about that because I feel like I have to constantly hide the real me. It hurts so much to hide the real me. What can I do?",What can I do when my family doesn't accept my sexuality?
lgbtq,,Is it normal for married men to fantasize about having oral sex with men?
behavioral-change,"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help.","If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting?"
behavioral-change,I am extremely possessive in my relationships and this is hurting my friendships. How can I fix my underlying issues?,The Underlying Causes of Being Possessive
behavioral-change,,I have had a compulsive swallowing tic for the past 9 months—how can I get rid of it?
behavioral-change,I'm a teenager and I've been sneaking out of my house at night for a year now. I've been caught several times. I want to stop doing this but I don't know where to start. How do I stop?,How do I stop sneaking away from home at night?
behavioral-change,"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances.",What's the best way to handle my spouse's narcissism and bipolar disorder?
behavioral-change,"I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure. I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own. I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend. Is this normal? Could it develop into a separate personality with time if I continue a mentality that she is her own person?",Is it weird or dangerous to give myself advice through an imaginary friend?
behavioral-change,"I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.",How can I be happier and healthier?
behavioral-change,,What can I do about instant and major mood swings?
behavioral-change,"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help.","If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting?"
behavioral-change,My grandma had a stroke and passed away recently. I lost my home and job. I'm looking but haven't found a job. I've been binge watching television and binge eating.,I feel like I failed myself
behavioral-change,"I constantly have this urge to throw away all my stuff. It’s constantly on my mind and makes me feel anxious. I don’t sleep because I’m thinking about something I can get rid of. I don’t know why I do it. I started years ago when I lived with my dad then I stopped when I moved in with my mom. Years later, it has started again.",Why do I throw all my stuff away?
behavioral-change,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",Overcoming fears
behavioral-change,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,  I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.  How can I help myself to change my behavior?",How can I help myself and change my behavior?
behavioral-change,"Often times I find myself thinking scary thoughts and sometimes I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out. How can I stop these thoughts?","How can I get ""out of my head"" and stop obsessive thoughts?"
behavioral-change,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",Overcoming fears
behavioral-change,I suffer from checking and cleaning OCD. Can counseling help me to get over it?,How can I get over my OCD and anxiety?
behavioral-change,"I’m a teenager. I am almost always paranoid. Recently, I started to think they watch. I keep seeing in the corner of my eye someone moving. The other night, I heard breathing in my room, and my eyes focused on a black shape. I turned on the lights, but no one was there.",Why do I see and hear things that are not real?
behavioral-change,I read that you should ignore them and they have to come to a conclusion that they were wrong on their own terms. Is that correct?,Do narcissists get healed by rationalizing?
behavioral-change,"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help.","If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting?"
behavioral-change,"One moment, I'm happy, and then a tiny thing happens and I feel so hurt and awful that I can't handle anything. I cry and cry, then next morning, I'm happy. I'm so confused.",Why do I have dramatic mood swings?
behavioral-change,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,  I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.  How can I help myself to change my behavior?",How can I help myself and change my behavior?
behavioral-change,"When I'm around people, I sometimes think someone has made a comment to me or asked me to do something. I will be focusing on something else and then randomly think I hear something about me. I never know if it was actually said.",Can anxiety make me think I heard something about me?
behavioral-change,"My daughter basically freaked out out of nowhere over me saying “calm down” when she dropped her phone. Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me. She seems unable to stop herself at times.",How do I know if my daughter has bipolar disorder?
behavioral-change,"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my heart is missing. I try to fill it in with objects or, in this case, a woman.",Why do I feel like I always need to be in a relationship?
behavioral-change,I can't understand what I pay attention to.,How can I concentrate?
behavioral-change,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,  I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.  How can I help myself to change my behavior?",How can I help myself and change my behavior?
behavioral-change,"I realized my boyfriend of seven years is a psychopath, and I want to understand how he thinks.",What is a psychopath's thought process?
behavioral-change,"My mother has quite severe, undiagnosed OCD, diagnosed posttraumatic stress disorder, and maybe other mental health issues. She is weeks away from moving in with me, my husband, and our three children. I love my mother, but once she gets within her own area, she begins to tape all cracks and crevasses. She cannot tolerate any smells.",How can I convince my mother to seek help for her obsessive-compulsive disorder?
behavioral-change,"I’m a teenager. I am almost always paranoid. Recently, I started to think they watch. I keep seeing in the corner of my eye someone moving. The other night, I heard breathing in my room, and my eyes focused on a black shape. I turned on the lights, but no one was there.",Why do I see and hear things that are not real?
behavioral-change,"We have been together for a little bit, and I love him to death, but my mental health is so unstable. I question everything he does from loving me to if my body is good enough. I'm super jealous for no reason, and my temper is super short. He's pretty much done. He said I have a bit more than a week to fix it.",How do I save my relationship?
behavioral-change,"After receiving counseling, we have been told my husband has a black and white personality disorder. When I offer compromises in our disagreements, he does not seem to understand. We cannot resolve conflict because he only sees things as black or white. My husband has asked that we go to counseling this time. In the past, it has been my suggestion. We are thinking of going to a marriage mediator this time because there are financial issues that need to be resolved. He cannot see the whole picture when I attempt to explain my side to him.",What can I do about my husband's black and white personality disorder?
behavioral-change,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",Overcoming fears
behavioral-change,,"Can someone with bipolar disorder feel like they are not themselves, like an observer in their own body and not really in control?"
behavioral-change,"I am a counselor at day camp where we have a child with severe autism. We try to keep him entertained by carrying cards around for when he starts acting up so we can get him to focus on something else. The day camp administrator has told us not to yell at him because he will zone out and not listen, so we just talk in a calm voice. However, other kids see the treatment as unfair.",How do I discipline a child with autism?
behavioral-change,My grandma had a stroke and passed away recently. I lost my home and job. I'm looking but haven't found a job. I've been binge watching television and binge eating.,I feel like I failed myself
behavioral-change,My doctor seems to think I am in danger of having one. I neglected to ask how this was different than an episode. I have been formally diagnosed with bipolar type 1.,What is a psychotic seizure?
behavioral-change,"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.",How can I make the dreams and voices go away?
behavioral-change,"I'm a teenager and I get these really intense mood swings.  My mood will be really high and I'll think of something that I want to do. When I start to make it happen I get irritated by other people if they intervene. Then if the thing I wanted to do doesn't work out, I have these tendencies to blame other people for it not working out.  Can you explain what's going on?",What's going on with these mood swings?
behavioral-change,"When I'm around people, I sometimes think someone has made a comment to me or asked me to do something. I will be focusing on something else and then randomly think I hear something about me. I never know if it was actually said.",Can anxiety make me think I heard something about me?
behavioral-change,I suffer from checking and cleaning OCD. Can counseling help me to get over it?,How can I get over my OCD and anxiety?
behavioral-change,"I've developed a really intense and unexpected attraction to An actress after seeing her in a ballet uniform while guest starring on a television show. I try, but I can't get her out of my mind. What should I do?",I think I have a fetish that might be getting out of control
behavioral-change,"My friend’s husband is bipolar and refuses to take medication for it. He has taken the wheels off her vehicle before to prevent her from leaving. He has held her a prisoner in her home. He has choked her, hit her, etc. She has almost divorced him a couple of times but always makes up with him, thinking that he is going to change. She and I went to a wedding out of town in September of 2014, and ever since she has been back, he is convinced that she cheated on him while we were gone. Now he is saying that I have also cheated on my boyfriend and has come to my house and told my boyfriend this.",Is there something I should do to help my friend who is in an abusive relationship?
