,labels,content
578,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Is it normal to go into therapy feeling nervous? + I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?
579,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Why do I feel like I need a man in my life? + Why am I attracted to older men?
580,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",How can I be less stressed out? + I shake and have panic attacks.
581,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","Why is he treating me like I am not a good woman? + I am currently living in a hotel and I don’t have a family. I met a guy a month ago. He is a bisexual. He has a lot of gay friends on social networking sites. He would not help pay for the room. When I asked for the TV remote control, he threw it elsewhere and asked me to get it. I slapped him and asked him to leave my room. We recently just got back together. One time I was sick. He came to visit and feed me but left no money. Then he texts me and brags about his house and car knowing that I have struggles living at a hotel. He says that he has a whole house where he can put me in and orders me to text him whenever I need someone to have sex with. He left his bath soap so he could come and get it. I think that he is trying to find a way to come back. Please help me. What’s going on? I am a good, loyal woman. Why is he treating me like this?"
582,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How do I fight inner loneliness from depression and a severe anxiety disorder? + I've been hospitalized twice. Once was last month for psychiatric help. I'm on medicine, but I'm struggling with fighting the negative thoughts, irrational fears, and loneliness. The people around me aren't helping much."
583,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","Should I go back on my medicine? + I have experienced cycles of depression for the past four years, and it hits me harder every time it comes back. This past time, it was extremely debilitating, so I went on Wellbutrin. I could feel the effects of the medicine after the first week. A month and a half later, I decided that my depression was being caused by my own unwillingness to move forward and address my behaviors and thoughts that were keeping me in a place of despair. I became worried that the medicine was making me complacent and prohibiting me from working out what I needed to in my life to bring back true fulfillment. I stopped taking it a month ago and feel okay; a lot of the anxiety it was paired with has gone away. However, I still don't feel my sense of self has been completely regained, and I have days where I feel a zombie-like haze of having no interests or the ability to fully concentrate on anything. Is it better to continue letting time and good habits work out the remaining depression or should I go back on the medicine?"
584,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Is it bad that I'm giving my ex-boyfriend another chance? + I was in a relationship with him for three years. My mom doesn't like it because she thinks I'm making a mistake. He got married a few months after we broke up, and now he is divorced. I forgave him for what he did in the past, and he says he’s sorry and he really loves me. I love him too, but is it bad that I'm giving him a second chance again?"
585,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","I'm dating a boy that my religious parents don't like, and I'm having trouble finding my identity + I'm a young adult woman, and I have trouble finding my true identity being at home. This all started when I had a boyfriend about 10 months ago. My boyfriend and I were dating for a couple months and decided to get in to sexual acts. At the time, I was pretty religious, but I let this happen. I don't know why. I felt kind of guilty but mostly because I know my parents wouldn't like it. My parents are very religious—they're Christians. We did things every time he'd come over to my house. We didn't have anything to do at our house, so we would get tempted to do things when we'd watch movies by ourselves.
 One day, my parents found out I did this stuff with him because my dad read my messages. As soon as my dad found this out, he told my mom. They were both aggravated. They told me he was just a boy that wanted to get inside my pants. They said he wanted me for sex and he's not a Christian. I took their advice and broke up with him. Once we broke up for about a month, I decided to get back together with him a little after school started. My parents found out eventually, and I decided to not listen this time. I would constantly talk to my boyfriend about what they say about him: how's he's not the right one for me, and God totally forbids him. I would kind of try to break up with him, and then eventually I would just never listen to my parents. They're always yelling at me about how I shouldn't date this boy. I felt too old to listen to them. Now I'm kind of just stuck. Is the real me religious? Have I been brainwashed by him? I don't talk to my parents anymore about him, and my parents think I'm deceiving because of it. They threatened me that if I'm still with him, I can't do track and they won't support me. They've also called me slut, and now they called me basically a devil worshipper. They say my boyfriend is taking me away from my parents. I'm actually very happy with him. They also say I'm living a separate life at home than I am at school. They say they want what's best for me and love me because they adopted me."
586,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","How can I let go of my dream wedding? + I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose. When he did propose it was during a random vacation that I had planned. I was happy but I couldn't help feeling disappointed too.I had told him numerous times before that I wanted him to do it in front of my friends and family. I know it sounds dumb to be upset but I couldn't help how I was feeling.We are now married but the wedding and ring were also far from what I wanted and it wasn't due to lack of funds. I know this is all material and the marriage is the most important thing but I cant help but get jealous and envious every time I see someone get a proposal or wedding that I had wanted.I cant help my anger because I know we only get one proposal and one wedding. What I wanted will never happen.I have been working on my feelings for the past year and half to get over it. I try to focus on our marriage but every time I see someone have the best proposals and weddings I get upset.I know it is selfish and I know its petty but I just can't control it. It's ruining our relationship because I constantly think about it. Plus, I get mad at him for small things because I am trying to hide the fact that I am so disappointed. Why can't I move on?"
587,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","No matter what I do, my mom will almost always find something wrong with it + My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?"
588,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",How do I learn to let go of past problems and live one day at a time? + I would like to be able to have more positive relationships in the present.
589,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","How do I make new friends? + In the past year, two of my best and only close friends moved to different states. Now I have nobody to hang out with. I'm always alone, and I honestly haven't hung out with anyone since they left. I'm super lonely. What should I do to make new friends? Because they moved and I have no friends now, I think I'm falling into a depression or something. I just need help."
590,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Thoughts of afterlife causes anxiety + Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. Am I crazy? I don't think these thoughts are normal."
591,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","How do I know if my daughter has bipolar disorder? + My daughter basically freaked out out of nowhere over me saying “calm down” when she dropped her phone. Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me. She seems unable to stop herself at times."
592,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","What can I do about my roommate's drinking problem? + My roommate has had a drinking problem for a while. She goes out, gets trashed, and then expects everyone to take care of her. The next morning, she apologizes constantly until she feels validated. She also thinks everyone hates her all the time. If I don't seem anything other than happy, she asks me ""Do you hate me? You hate me. Tell me you love me,"" and I feel like I have to pity her because she has also been suicidal before."
593,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How do I choose between two guys? + I have been with a guy for 4 years, he's a great guy and we also have a son together. The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person. Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that. What should I do?"
594,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","My husband cheated before marriage—what can I do? + My husband cheated while I was pregnant with our son with a so-called friend. This was before we were married. We split and eventually worked things out. I thought I trusted him so we got married. Now he flirts with girls in front of me. I've talked to him, but nothing helps."
595,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Should I wait for this guy to make a move, or just move on? + I told him I liked him. He called me lovely and pretty but he said he didn’t want a relationship. He would always flirt with me."
596,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I am fearful of social situations and avoiding people all together + This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her that I have locked myself in my room. I have no friends or other family to help me. I have no money for therapy, but I think I need therapy before I can secure a job."
597,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How can I have a better relationship with my father? + I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens."
598,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","How do I deal with a lack of intimacy and partner's addiction to solo sex and porn? + I believe my partner has a masturbation and porn problem. He masturbates daily, even when I am lying in bed sleeping beside him. We have sex once a week. He is rough and worries about his needs. He never touches me, and treats me like a porn star, wanting to finish on my face or chest."
599,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Why is it hard for me to express myself? + I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel?
600,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",Why can't I get an erection with my girlfriend? + I love my girlfriend so much. I get an erection even just thinking about her or seeing her. But the two times we tried to have sex I couldn't get an erection. We've only had sex once and it was a long time ago.  Why this is happening and what can I do about it?
601,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","How can I deal with my daughter's rebellious behavior? + She's a teenager, and for the last two years, she's lived with her older brother. She's angry because she wants to come live with me, but my current living situation is not the best for her. She refuses to see any reason. She's being disrespectful. Her sexual curiosity is waking up."
602,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","My boyfriend wants nothing to do with me after his dad's suicide + My boyfriend lost his dad to suicide. He says that because his dad died, so did his heart. He says that he can't be there for me or love me anymore and wants nothing to do with me ever again. Why is he doing this when we were very happy together? He says that I have done nothing wrong but he just can't be with me."
603,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","Is my husband having a midlife crisis? + My husband told me last year he never loved me and should have never married me. He's been talking about divorce, but he hasn't filed. Now he has a girlfriend and he abandoned me and his kids. He has no financial help, and he has been out of the home for four months. He became very angry and mean. He says it's all my fault, and that we're not compatible."
604,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",How would I know if I was depressed? + I'm constantly in a bad mood and I have no energy. Is that depression?
605,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","How can I get over my fear of public embarrassment? + A lot of times, I avoid situations where I am to meet new people because I have a fear of embarrassing myself. I often avoid large groups of people, like parties, because I think they all constantly judge me."
606,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I get my partner to stop verbally abusing me? + Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isn’t abuse, it’s just angry verbal bashing, and that it’s different. It gets worse each time. The names are very vulgar now."
607,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I deal with a man who only contributes financially? + My boyfriend of eight years and father of our two children is a truck driver. He is never home and only contributes to our family financially. There is no other support given. He comes home when able, sleeps, gives money, and leaves again. I can't get him to do anything with me or the kids. He just sleeps and works."
608,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",How do I overcome my anxierty and depression? + I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.  How do I overcome this anxierty and depression?
609,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",How can I be with the boy who liked me? + There's this boy who asked me out awhile ago. I said no because my friends and family would think weirdly of me. How do I be with him and tell him and tell my friends?
610,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","How do I get my ex-girlfriend back? + My ex-girlfriend says she's bored and wants to experience life single. I treated her really badly and caused meaningless fights when she didn't do anything, I feel remorseful, and I'm willing to do whatever it takes to get her back. She's unhappy. When I called her, she was crying and said she will text me when she's ready."
611,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","How long do I wait on my ex-fiancé to choose me over his ex-girlfriend? + My ex-fiancé (whom I am still seeing) left me because of the pressure from all three of his teenage daughters. They wanted him to try to work it out with their mom (his ex-girlfriend of 20 years). He and I split three months ago, but I have been seeing him pretty regularly despite the fact that he is living back with his ex-girlfriend and kids. He is ""co-existing"" for the kids and fighting all the time with his ex-girlfriend. His daughters don’t want their dad with me because my two boys (grown adults and on their own now) had bad reputations and issues with drugs. His daughters say it is embarrassing for him to be with me. He and I had an absolutely amazing relationship and connect on so many levels. He is getting a lot of pressure from his family and his longtime friends to ""do the right thing"" and stay with his ex-girlfriend for the kids. He says he wants me to wait. We were going get married last year. He bought me a $1000 dress, we had invitations made, and everything set up, but then his girls told him they'd never speak to him again if he married me. He says he’s trying to mend his relationship with them."
612,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I've been having the same dream since I was a child + I am a teenage girl. I've been seeing the same dream once in a while since I was very young. The problem is that I don't remember anything about this dream. I still know that it's the same one, and then I wake up in a panic, and I cry really loud without knowing the reason. Why do I see the same dream, why can I not remember it, and what should I do to remember it?"
613,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How can I get over this girl I only knew for a year? + I met this girl in high school. She had switched schools at the end of the year, and I have not seen her since. It's been a few years. We had a very good and friendly relationship, and we seemed to have a lot in common. I never gained the courage to ask her out."
614,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","My ex-boyfriend wouldn't let me have my daughter because I didn't know my stepdaughter's pick-up details + I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.
 The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter."
615,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","How can I stop being jealous of my best friend's boyfriend? + My best friend and I've been really close for almost three years. She lives in the UK, and I live in the US. Ever since her boyfriend flew from Oregon to Scotland, I've been angry at him. Ever since he came into her life, he took her away from me. My best friend would always say sorry, and I'm sick of it."
616,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Why do I get a weird feeling every few months or so? + I get an uncontrollable swallowing that is repetitive and then somewhat out of body feeling that lasts no more than a minute or two. It usually happens in bed at night, but I occasionally experience this during the day. I have a benign brain tumor, but the doctor said it is not associated with this."
617,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","How can I stop being so emotional all the time over worthless stuff? + I was never like this. Recently this year (my first year of high school), I started getting emotional for no reason."
618,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","I can't leave my negative environment without leaving behind my fiancé + My fiancé and I have been in a relationship for two years. We have an infant son. My fiancé also has a child from a previous relationship. We do not live together. I live with my mother currently while I get on my feet, and he's living with some friends. My mother and I have an awful relationship that is completely unbearable most of the time. We cannot even stand to be around one another while living in the same house. She has made it clear that she wants me gone. Recently, I was talking to my father who lives in a different state. My father and I have always had a good relationship. I explained to him the situation I am in with my mother, and he said he would like for me, my fiancé, and our son to come live with him and his wife. I would really love to go. I do not want my son to be in this environment with constant arguing and negativity any longer. There is nowhere else for me to stay while remaining in this state. The problem is my fiancé is refusing to move away with me because he does not want to leave behind his other child. He and his child's mother have a horrible relationship, and she would absolutely not be willing to let him visit if we moved away. I believe I would be doing what is best for my child by moving away, but I do not want to leave without my fiancé. I have already explained the situation to him, and he will not give in. Do I continue to stay in this negative environment with my child and keep our family together? Do I move away with my child and have my relationship end? I do not want to take him out of either of his kids’ lives. What do I do?"
619,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",How can I be more open and honest with my dad? + I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.
620,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm attracted to my boss + I've been suppressing it for quite some time, but there are days when I can't make eye contact with her. I think she knows, and we both admitted there was some type of vibe, but the overall discussion was vague. I think she could possibly be dating someone that works with us. It's driving me crazy. As an act of expression, I have purchased a gift for her that's personalized. I haven't given it to her yet."
621,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How do I help my 20 year old boyfriend who says he hates his life? + I think adult life is making him depressed and we often sleep in on weekends untill 1 or 2 pm. We just eat, smoke weed, watch movies, and he'll go on his phone all day. He doesn't seem motivated to do much and he's often angry.
  I have no clue how to help him take his mind off the negative, or to distract him into a different light. How do I help him?"
622,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Our grandson wants to talk to his estranged mom + We are the legal guardianship of our grandson. He has been acting out, and he wants to talk to his mom that has not talked to him since before last year. How are we to handle this?"
623,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Why do I see and hear things that are not real? + I’m a teenager. I am almost always paranoid. Recently, I started to think they watch. I keep seeing in the corner of my eye someone moving. The other night, I heard breathing in my room, and my eyes focused on a black shape. I turned on the lights, but no one was there."
624,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting? + I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help."
625,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","My daughter calls me crazy, and I’m not sure how to handle that + I am divorced and happily remarried. Our blended family of children are in their 20s. My youngest, age 20, continues to call me crazy and favors her dad. He was abusive to me, and I left with injuries. He never wanted kids, and I did. He paid child support only through forced wage earners. Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom. I don’t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core. I’m not sure how to handle this."
626,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","I hate talking to people much less strangers + My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left."
627,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",How can I deal with a “crush” in a relationship? + I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.  How should I deal with this?
628,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",Is it wrong to be antisocial around people? + I've been getting told lately by my partner that it’s embarrassing that I'm so antisocial around his family and friends. I believe it's because I'm not as social as him.
629,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",I feel stuck in life. What can I do? + I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies  I've been struggling for 5 yrs in a relationship with no communication and no alone time. How can I get some support?
630,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","I'm depressed and unable to connect with people after my breakup + A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we attempted a long distance relationship. We eventually broke up. It's been a year now, and I still haven't lost my feelings for her. I still love her the same way I did. I've suffered from depression ever since the breakup and have been unable to connect with anyone else. It's damaging me and my life."
631,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Overcoming fears + I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?"
632,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","How can I help my husband after a suicide attempt? + After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again."
633,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Why am I so anxious in social situations? + Whenever I have to speak in public or be in big crowds, I freak out. I get light-headed, sweaty, and I have trouble breathing."
634,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Is it weird or dangerous to give myself advice through an imaginary friend? + I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure. I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own. I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend. Is this normal? Could it develop into a separate personality with time if I continue a mentality that she is her own person?"
635,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How can I have a normal sex life with my significant other when I keep having triggers from past sexual abuse? + I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me."
636,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",How do I hold onto my marriage when there is no common bond or intimacy? + We can't hold a conversation together. The blame is always pointed at me. We have no intimacy.
637,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Should I let the father of my kids go? + The father of my kids and I have been broken up for about three years now. We always found our way back to each other. He had a baby with someone else he's with but still shows the same love he showed when we was together when he's around. He even gets jealous, but he ignores my calls."
638,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How can I bring up my possible depression to my parents? + I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable."
639,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Does it mean that he isn't the one God planned for me if we had sex as Christians? + I'm a Christian teenage girl, and I have lost my virginity. My boyfriend is a Christian teenager too, but things just got out of hand between us in a sexual manner. I planned to abstain from sex but I guess I wasn't clear about this because I was also tempted and led him on. We continued to have sex. Does it mean that he isn't the one God planned for me? We're so young, but that doesn't stop me from dreaming of a potential future together. I really do feel like he is in my life for an important reason. I'm incredibly happy for I was able to escape from several abusive relationships because of him. I love him very much."
640,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","What can I do about my boyfriend insulting my body? + I'm in my early 20s, and I've been seeing my boyfriend for a year now. My boyfriend has always been the sweetest guy until recently. He has made comments such as “you would look better as a Tumblr girl"" or ""you should start doing more squats."" It's really hurtful."
641,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","Is this depression? + I feel like I am internally screaming all the time. Externally, I am calm, but I have this intense, unidentifiable emotion constantly. I don't feel sad. I don't cry a lot. I feel rather emotionally distant other than the internal screaming. It kind of feels like I'm a caged animal."
642,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",How do I not be angry all the time? + My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.
643,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","Is my moodiness just a phase or do I need help? + I'm a teenager and I I go through periods of moodiness. I have extreme feelings (but I bury them), and then I feel nothing - just empty and emotionless.
 I have trust issues, low self esteem,ban extreme fear of abandonment, and I constantly reevaluate my relationships. I also don't know who I am as a person. I'm not happy overall, but I'm not suicidal. Can I just feel happy?"
644,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","My sexual partner wants me to reimburse him on a hotel room + I was having a sexual relationship with a coworker. He decided he was going to get a hotel room for the weekend. Before I got paid, I told him I would have $25.00, which I thought I would. But when I saw my paycheck, I could not pay the $25.00. He says I lied to him about it. He wants me to reimburse him $25.00 for the hotel room he decided to get. He stayed at the hotel, and I left. I don't think it's right that he want me to reimburse him $25.00 for a hotel room he wanted to get in the first place. He is out of town right now and texted me yesterday telling me I am a liar and that I should never said I was going to have $25.00 when I knew I wasn't. I told him I had to pay rent and my rent was late. He texted me saying I need to get two or three jobs."
645,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","I lost my mom, and I feel like I'm depressed + Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother."
646,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The love of my life wants to try getting back together with her child's father + About two and a half months ago, I met a woman on a dating site. We went out on two dates, and then despite her original plans on how to pace and conduct the relationship, I ended up at her house on a the Friday night one week after our first date. We respectfully tried not to have sex, but after hours of trying to resist each other, we gave in and we had sex. After that, I slept at her house every night for almost two weeks. Then one day, she went to her family’s house on Thanksgiving and everything changed. Within the short time we were together, we got so close and serious really fast. We had finally found each other. We told each other that we loved each other all the time, even while we were making love. A few days after Thanksgiving, she told me that we would have to go back to her original plans of seeing each other much less frequently. I was very hurt and didn’t understand. Then another week later, she told me she couldn’t do it at all anymore. I was crushed!
 A few days later, she tells me how much she’s missing me and “let’s get together for lunch” or something like that. Then about two weeks later, we finally get together one night and we were so hot for each other (in love, not just sex), but she confessed that the reason for the sudden distance was that the father of her very young child told her he wants to get back together and this totally messed with her. So for her child’s sake, she is now considering the possibility of allowing that to happen. She had told me all about him previously, and it is definite that she has little to no attraction to him, but she would do this putting herself in misery again for her child. Our love for each other is fully established and acknowledged, but she is torn and confused. She doesn’t even think it would work between them as she had to kick him out before for not fulfilling his role properly. I know she needs time, and all I can do is take care of myself. We have agreed to remain friends, and if this doesn’t work out for her, we will try again. I’m completely in love with her, and I’m in extreme pain."
647,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",How do I cope with the feelings like I'm not good enough? + I feel like I have to be promiscuous in order to keep people around? It started after I got raped by my ex-boyfriend.
648,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","Escalating disagreements between mother and wife + My wife and mother are having tense disagreements. In the past, they’ve had minor differences. For example, my wife would complain to me my mother is too overbearing; my mother would complain my wife is lazy.
However, it’s intensified lately. I think the cause is my wife talked back to her once. Now, any little disagreement is magnified, leading to major disagreements. What can I do?"
649,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","I always feel the need to tell people everything + Whenever I don't tell my friends or anyone what I did or stuff that's not really important, I feel terrible, like there’s a hole in my stomach. It only goes away when I hurt myself."
650,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","What's the best way to handle my spouse's narcissism and bipolar disorder? + He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances."
651,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How can I get my husband to listen to my needs and talk to me? + I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
 How can I get through to him so he will take me seriously?"
652,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","I have a compulsion to fill in holes in my skin with ink + I never get infections or scars or anything, and it doesn't bother me if it gets filled up with blood or something, but I'm concerned."
653,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","How do I tell my parents that I'm depressed and need help? + I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own."
654,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How can I regain my boyfriend's trust back after being completely dishonest with him about a lot of things? + The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me."
